,city,State,State Full
37024,north freedom,WI,Wisconsin
37027,packwaukee,WI,Wisconsin
37028,pardeeville,WI,Wisconsin
37029,poynette,WI,Wisconsin
37033,reedsburg,WI,Wisconsin
37036,rock springs,WI,Wisconsin
37037,union center,WI,Wisconsin
37038,waupun,WI,Wisconsin
37040,wisconsin dells,WI,Wisconsin
37042,wonewoc,WI,Wisconsin
37043,wyocena,WI,Wisconsin
37044,amery,WI,Wisconsin
37053,beldenville,WI,Wisconsin
37066,dresser,WI,Wisconsin
37069,east ellsworth,WI,Wisconsin
37076,glenwood city,WI,Wisconsin
37078,hager city,WI,Wisconsin
37103,roberts,WI,Wisconsin
37105,saint croix falls,WI,Wisconsin
37111,star prairie,WI,Wisconsin
37119,abrams,WI,Wisconsin
37120,amberg,WI,Wisconsin
37121,armstrong creek,WI,Wisconsin
37123,athelstane,WI,Wisconsin
37127,bonduel,WI,Wisconsin
37129,brillion,WI,Wisconsin
37132,combined locks,WI,Wisconsin
37134,crivitz,WI,Wisconsin
37137,de pere,WI,Wisconsin
37141,fence,WI,Wisconsin
37143,forest junction,WI,Wisconsin
37149,greenleaf,WI,Wisconsin
37151,green valley,WI,Wisconsin
37153,hilbert,WI,Wisconsin
37154,kaukauna,WI,Wisconsin
37158,keshena,WI,Wisconsin
37160,krakow,WI,Wisconsin
37164,little chute,WI,Wisconsin
37165,little suamico,WI,Wisconsin
37167,marinette,WI,Wisconsin
37169,mountain,WI,Wisconsin
37170,neopit,WI,Wisconsin
37171,niagara,WI,Wisconsin
37173,oconto,WI,Wisconsin
37175,oconto falls,WI,Wisconsin
37179,pembine,WI,Wisconsin
37181,peshtigo,WI,Wisconsin
37182,porterfield,WI,Wisconsin
37184,potter,WI,Wisconsin
37194,shawano,WI,Wisconsin
37197,shiocton,WI,Wisconsin
37198,sobieski,WI,Wisconsin
37200,suamico,WI,Wisconsin
37201,suring,WI,Wisconsin
37203,wausaukee,WI,Wisconsin
37205,zachow,WI,Wisconsin
37209,baileys harbor,WI,Wisconsin
37211,brussels,WI,Wisconsin
37217,egg harbor,WI,Wisconsin
37218,ellison bay,WI,Wisconsin
37219,ephraim,WI,Wisconsin
37220,fish creek,WI,Wisconsin
37222,francis creek,WI,Wisconsin
37223,kellnersville,WI,Wisconsin
37224,kewaunee,WI,Wisconsin
37227,manitowoc,WI,Wisconsin
37229,maribel,WI,Wisconsin
37230,mishicot,WI,Wisconsin
37231,new franken,WI,Wisconsin
37235,saint nazianz,WI,Wisconsin
37237,sister bay,WI,Wisconsin
37238,sturgeon bay,WI,Wisconsin
37243,tisch mills,WI,Wisconsin
37244,two rivers,WI,Wisconsin
37245,valders,WI,Wisconsin
37246,washington island,WI,Wisconsin
37248,whitelaw,WI,Wisconsin
37266,abbotsford,WI,Wisconsin
37268,amherst junction,WI,Wisconsin
37271,aniwa,WI,Wisconsin
37273,antigo,WI,Wisconsin
37274,arpin,WI,Wisconsin
37281,babcock,WI,Wisconsin
37283,birnamwood,WI,Wisconsin
37285,blenker,WI,Wisconsin
37286,bowler,WI,Wisconsin
37287,brokaw,WI,Wisconsin
37290,chili,WI,Wisconsin
37291,colby,WI,Wisconsin
37292,curtiss,WI,Wisconsin
37296,deerbrook,WI,Wisconsin
37304,eland,WI,Wisconsin
37305,elcho,WI,Wisconsin
37307,elderon,WI,Wisconsin
37314,jump river,WI,Wisconsin
37321,granton,WI,Wisconsin
37327,hatley,WI,Wisconsin
37330,irma,WI,Wisconsin
37336,loyal,WI,Wisconsin
37338,lublin,WI,Wisconsin
37346,mattoon,WI,Wisconsin
37358,milladore,WI,Wisconsin
37360,mosinee,WI,Wisconsin
37368,neillsville,WI,Wisconsin
37370,nekoosa,WI,Wisconsin
37373,ogema,WI,Wisconsin
37374,owen,WI,Wisconsin
37378,pelican lake,WI,Wisconsin
37379,phlox,WI,Wisconsin
37380,pickerel,WI,Wisconsin
37389,port edwards,WI,Wisconsin
37390,rib lake,WI,Wisconsin
37391,ringle,WI,Wisconsin
37393,rosholt,WI,Wisconsin
37395,rothschild,WI,Wisconsin
37398,schofield,WI,Wisconsin
37403,stetsonville,WI,Wisconsin
37405,stevens point,WI,Wisconsin
37417,summit lake,WI,Wisconsin
37418,tigerton,WI,Wisconsin
37428,vesper,WI,Wisconsin
37433,westboro,WI,Wisconsin
37441,wisconsin rapids,WI,Wisconsin
37447,withee,WI,Wisconsin
37452,wittenberg,WI,Wisconsin
37455,rhinelander,WI,Wisconsin
37463,argonne,WI,Wisconsin
37467,boulder junction,WI,Wisconsin
37469,brantwood,WI,Wisconsin
37470,butternut,WI,Wisconsin
37472,clam lake,WI,Wisconsin
37474,crandon,WI,Wisconsin
37477,eagle river,WI,Wisconsin
37482,fifield,WI,Wisconsin
37483,gile,WI,Wisconsin
37484,glen flora,WI,Wisconsin
37488,harshaw,WI,Wisconsin
37491,hawkins,WI,Wisconsin
37493,hazelhurst,WI,Wisconsin
37494,heafford junction,WI,Wisconsin
37501,iron belt,WI,Wisconsin
37502,kennan,WI,Wisconsin
37503,lac du flambeau,WI,Wisconsin
37505,lake tomahawk,WI,Wisconsin
37507,laona,WI,Wisconsin
37514,mc naughton,WI,Wisconsin
37516,manitowish waters,WI,Wisconsin
37518,mellen,WI,Wisconsin
37523,minocqua,WI,Wisconsin
37524,montreal,WI,Wisconsin
37526,park falls,WI,Wisconsin
37540,prentice,WI,Wisconsin
37543,saint germain,WI,Wisconsin
37548,sayner,WI,Wisconsin
37552,three lakes,WI,Wisconsin
37555,tony,WI,Wisconsin
37558,upson,WI,Wisconsin
37559,wabeno,WI,Wisconsin
37573,alma center,WI,Wisconsin
37575,arkdale,WI,Wisconsin
37581,black river falls,WI,Wisconsin
37585,camp douglas,WI,Wisconsin
37587,cashton,WI,Wisconsin
37588,cataract,WI,Wisconsin
37589,chaseburg,WI,Wisconsin
37590,cochrane,WI,Wisconsin
37593,coon valley,WI,Wisconsin
37596,dodge,WI,Wisconsin
37599,ettrick,WI,Wisconsin
37600,ferryville,WI,Wisconsin
37604,gays mills,WI,Wisconsin
37610,hixton,WI,Wisconsin
37612,holmen,WI,Wisconsin
37613,hustler,WI,Wisconsin
37616,la farge,WI,Wisconsin
37618,lynxville,WI,Wisconsin
37621,millston,WI,Wisconsin
37622,mindoro,WI,Wisconsin
37625,necedah,WI,Wisconsin
37629,onalaska,WI,Wisconsin
37631,readstown,WI,Wisconsin
37634,soldiers grove,WI,Wisconsin
37642,tomah,WI,Wisconsin
37644,trempealeau,WI,Wisconsin
37645,tunnel city,WI,Wisconsin
37647,viroqua,WI,Wisconsin
37648,warrens,WI,Wisconsin
37649,westby,WI,Wisconsin
37657,arkansaw,WI,Wisconsin
37660,bloomer,WI,Wisconsin
37662,boyceville,WI,Wisconsin
37664,boyd,WI,Wisconsin
37666,cadott,WI,Wisconsin
37668,chetek,WI,Wisconsin
37669,chippewa falls,WI,Wisconsin
37680,conrath,WI,Wisconsin
37684,downing,WI,Wisconsin
37687,eau galle,WI,Wisconsin
37688,eleva,WI,Wisconsin
37690,elk mound,WI,Wisconsin
37692,fairchild,WI,Wisconsin
37693,fall creek,WI,Wisconsin
37696,holcombe,WI,Wisconsin
37698,humbird,WI,Wisconsin
37701,jim falls,WI,Wisconsin
37702,knapp,WI,Wisconsin
37703,maiden rock,WI,Wisconsin
37704,menomonie,WI,Wisconsin
37708,merrillan,WI,Wisconsin
37710,mondovi,WI,Wisconsin
37713,new auburn,WI,Wisconsin
37717,pepin,WI,Wisconsin
37718,pigeon falls,WI,Wisconsin
37719,plum city,WI,Wisconsin
37720,prairie farm,WI,Wisconsin
37730,strum,WI,Wisconsin
37731,thorp,WI,Wisconsin
37735,spooner,WI,Wisconsin
37736,almena,WI,Wisconsin
37747,balsam lake,WI,Wisconsin
37748,barron,WI,Wisconsin
37750,barronett,WI,Wisconsin
37751,bayfield,WI,Wisconsin
37757,brill,WI,Wisconsin
37759,brule,WI,Wisconsin
37762,centuria,WI,Wisconsin
37764,cornucopia,WI,Wisconsin
37765,couderay,WI,Wisconsin
37772,drummond,WI,Wisconsin
37774,exeland,WI,Wisconsin
37782,grand view,WI,Wisconsin
37784,haugen,WI,Wisconsin
37786,hayward,WI,Wisconsin
37790,herbster,WI,Wisconsin
37791,hertel,WI,Wisconsin
37797,lake nebagamon,WI,Wisconsin
37799,la pointe,WI,Wisconsin
37800,luck,WI,Wisconsin
37805,mikana,WI,Wisconsin
37807,minong,WI,Wisconsin
37808,odanah,WI,Wisconsin
37809,ojibwa,WI,Wisconsin
37810,poplar,WI,Wisconsin
37811,port wing,WI,Wisconsin
37812,radisson,WI,Wisconsin
37813,rice lake,WI,Wisconsin
37815,sarona,WI,Wisconsin
37816,shell lake,WI,Wisconsin
37817,siren,WI,Wisconsin
37818,solon springs,WI,Wisconsin
37824,stone lake,WI,Wisconsin
37827,trego,WI,Wisconsin
37828,turtle lake,WI,Wisconsin
37829,wascott,WI,Wisconsin
37832,weyerhaeuser,WI,Wisconsin
37833,winter,WI,Wisconsin
37835,oshkosh,WI,Wisconsin
37847,big falls,WI,Wisconsin
37848,butte des morts,WI,Wisconsin
37850,caroline,WI,Wisconsin
37857,embarrass,WI,Wisconsin
37859,fond du lac,WI,Wisconsin
37861,fdl,WI,Wisconsin
37866,green lake,WI,Wisconsin
37871,iola,WI,Wisconsin
37873,larsen,WI,Wisconsin
37875,leopolis,WI,Wisconsin
37876,manawa,WI,Wisconsin
37878,menasha,WI,Wisconsin
37879,neenah,WI,Wisconsin
37880,neshkoro,WI,Wisconsin
37884,omro,WI,Wisconsin
37886,pickett,WI,Wisconsin
37887,pine river,WI,Wisconsin
37889,poy sippi,WI,Wisconsin
37892,redgranite,WI,Wisconsin
37894,ripon,WI,Wisconsin
37896,saxeville,WI,Wisconsin
37897,scandinavia,WI,Wisconsin
37898,tilleda,WI,Wisconsin
37899,van dyne,WI,Wisconsin
37900,waukau,WI,Wisconsin
37901,waupaca,WI,Wisconsin
37902,wautoma,WI,Wisconsin
37903,weyauwega,WI,Wisconsin
37904,wild rose,WI,Wisconsin
37905,winnebago,WI,Wisconsin
37906,winneconne,WI,Wisconsin
37909,almelund,MN,Minnesota
37917,braham,MN,Minnesota
37920,brook park,MN,Minnesota
37925,cannon falls,MN,Minnesota
37929,castle rock,MN,Minnesota
37935,center city,MN,Minnesota
37937,chisago city,MN,Minnesota
37938,circle pines,MN,Minnesota
37943,dalbo,MN,Minnesota
37947,elko new market,MN,Minnesota
37950,faribault,MN,Minnesota
37952,forest lake,MN,Minnesota
37954,frontenac,MN,Minnesota
37955,goodhue,MN,Minnesota
37958,grasston,MN,Minnesota
37963,henriette,MN,Minnesota
37966,hugo,MN,Minnesota
37970,isanti,MN,Minnesota
37972,lake elmo,MN,Minnesota
37986,lindstrom,MN,Minnesota
37987,lonsdale,MN,Minnesota
37989,marine on saint croix,MN,Minnesota
37997,mora,MN,Minnesota
38003,nerstrand,MN,Minnesota
38013,owatonna,MN,Minnesota
38022,red wing,MN,Minnesota
38024,rosemount,MN,Minnesota
38025,rush city,MN,Minnesota
38028,saint paul park,MN,Minnesota
38036,scandia,MN,Minnesota
38040,shafer,MN,Minnesota
38042,south saint paul,MN,Minnesota
38046,inver grove heights,MN,Minnesota
38054,stanchfield,MN,Minnesota
38063,taylors falls,MN,Minnesota
38065,vermillion,MN,Minnesota
38071,willernie,MN,Minnesota
38148,anoka,MN,Minnesota
38163,big lake,MN,Minnesota
38164,bird island,MN,Minnesota
38169,brownton,MN,Minnesota
38171,buffalo lake,MN,Minnesota
38173,champlin,MN,Minnesota
38174,chanhassen,MN,Minnesota
38175,chaska,MN,Minnesota
38179,cokato,MN,Minnesota
38181,crystal bay,MN,Minnesota
38183,darwin,MN,Minnesota
38184,dassel,MN,Minnesota
38191,eden valley,MN,Minnesota
38192,elk river,MN,Minnesota
38197,excelsior,MN,Minnesota
38207,gibbon,MN,Minnesota
38210,green isle,MN,Minnesota
38212,hamel,MN,Minnesota
38221,eden prairie,MN,Minnesota
38222,minnetonka,MN,Minnesota
38224,maple plain,MN,Minnesota
38225,howard lake,MN,Minnesota
38231,lester prairie,MN,Minnesota
38241,maple lake,MN,Minnesota
38247,mayer,MN,Minnesota
38248,minnetonka beach,MN,Minnesota
38254,mound,MN,Minnesota
38259,new germany,MN,Minnesota
38260,nya,MN,Minnesota
38261,norwood young america,MN,Minnesota
38263,plato,MN,Minnesota
38265,prior lake,MN,Minnesota
38274,saint bonifacius,MN,Minnesota
38280,santiago,MN,Minnesota
38282,shakopee,MN,Minnesota
38290,spring park,MN,Minnesota
38293,waconia,MN,Minnesota
38299,wayzata,MN,Minnesota
38309,zimmerman,MN,Minnesota
38340,saint louis park,MN,Minnesota
38361,beaver bay,MN,Minnesota
38362,brimson,MN,Minnesota
38367,finland,MN,Minnesota
38372,grand portage,MN,Minnesota
38373,hovland,MN,Minnesota
38375,knife river,MN,Minnesota
38376,lutsen,MN,Minnesota
38377,schroeder,MN,Minnesota
38380,tofte,MN,Minnesota
38381,two harbors,MN,Minnesota
38382,adolph,MN,Minnesota
38384,alborn,MN,Minnesota
38385,angora,MN,Minnesota
38387,askov,MN,Minnesota
38394,babbitt,MN,Minnesota
38398,biwabik,MN,Minnesota
38399,bovey,MN,Minnesota
38412,canyon,MN,Minnesota
38417,chisholm,MN,Minnesota
38419,cloquet,MN,Minnesota
38424,coleraine,MN,Minnesota
38425,cook,MN,Minnesota
38431,crane lake,MN,Minnesota
38438,esko,MN,Minnesota
38439,eveleth,MN,Minnesota
38444,finlayson,MN,Minnesota
38449,floodwood,MN,Minnesota
38455,forbes,MN,Minnesota
38461,hibbing,MN,Minnesota
38474,hill city,MN,Minnesota
38478,hoyt lakes,MN,Minnesota
38479,iron,MN,Minnesota
38482,jacobson,MN,Minnesota
38485,keewatin,MN,Minnesota
38486,kerrick,MN,Minnesota
38488,kettle river,MN,Minnesota
38489,kinney,MN,Minnesota
38490,mcgregor,MN,Minnesota
38501,makinen,MN,Minnesota
38506,meadowlands,MN,Minnesota
38508,melrude,MN,Minnesota
38511,moose lake,MN,Minnesota
38512,mountain iron,MN,Minnesota
38515,nashwauk,MN,Minnesota
38518,orr,MN,Minnesota
38528,nett lake,MN,Minnesota
38530,pengilly,MN,Minnesota
38531,virginia,MN,Minnesota
38539,side lake,MN,Minnesota
38540,soudan,MN,Minnesota
38541,sturgeon lake,MN,Minnesota
38542,swan river,MN,Minnesota
38543,swatara,MN,Minnesota
38546,taconite,MN,Minnesota
38551,tamarack,MN,Minnesota
38558,twig,MN,Minnesota
38559,warba,MN,Minnesota
38560,willow river,MN,Minnesota
38565,wrenshall,MN,Minnesota
38568,wright,MN,Minnesota
38580,altura,MN,Minnesota
38590,blooming prairie,MN,Minnesota
38595,brownsdale,MN,Minnesota
38607,dakota,MN,Minnesota
38611,dodge center,MN,Minnesota
38614,eitzen,MN,Minnesota
38618,eyota,MN,Minnesota
38622,grand meadow,MN,Minnesota
38627,hayfield,MN,Minnesota
38628,hokah,MN,Minnesota
38631,kasson,MN,Minnesota
38638,la crescent,MN,Minnesota
38646,lyle,MN,Minnesota
38648,mabel,MN,Minnesota
38649,mantorville,MN,Minnesota
38650,mazeppa,MN,Minnesota
38652,minnesota city,MN,Minnesota
38654,oronoco,MN,Minnesota
38667,reads landing,MN,Minnesota
38668,rollingstone,MN,Minnesota
38669,rose creek,MN,Minnesota
38680,sargeant,MN,Minnesota
38684,stewartville,MN,Minnesota
38687,taopi,MN,Minnesota
38690,wabasha,MN,Minnesota
38693,wanamingo,MN,Minnesota
38694,west concord,MN,Minnesota
38705,wykoff,MN,Minnesota
38707,zumbro falls,MN,Minnesota
38709,zumbrota,MN,Minnesota
38710,mankato,MN,Minnesota
38719,albert lea,MN,Minnesota
38725,blue earth,MN,Minnesota
38726,bricelyn,MN,Minnesota
38727,clarks grove,MN,Minnesota
38729,comfrey,MN,Minnesota
38730,conger,MN,Minnesota
38732,darfur,MN,Minnesota
38738,elysian,MN,Minnesota
38739,emmons,MN,Minnesota
38740,essig,MN,Minnesota
38742,freeborn,MN,Minnesota
38743,frost,MN,Minnesota
38749,good thunder,MN,Minnesota
38750,granada,MN,Minnesota
38751,hanska,MN,Minnesota
38757,huntley,MN,Minnesota
38759,kasota,MN,Minnesota
38760,kiester,MN,Minnesota
38761,kilkenny,MN,Minnesota
38764,lake crystal,MN,Minnesota
38766,le center,MN,Minnesota
38767,le sueur,MN,Minnesota
38769,madelia,MN,Minnesota
38770,madison lake,MN,Minnesota
38772,minnesota lake,MN,Minnesota
38775,new prague,MN,Minnesota
38777,new richland,MN,Minnesota
38778,new ulm,MN,Minnesota
38782,nicollet,MN,Minnesota
38783,northrop,MN,Minnesota
38790,saint peter,MN,Minnesota
38793,searles,MN,Minnesota
38794,sleepy eye,MN,Minnesota
38798,truman,MN,Minnesota
38802,waseca,MN,Minnesota
38809,windom,MN,Minnesota
38814,arco,MN,Minnesota
38816,balaton,MN,Minnesota
38817,beaver creek,MN,Minnesota
38818,bigelow,MN,Minnesota
38819,bingham lake,MN,Minnesota
38821,butterfield,MN,Minnesota
38822,ceylon,MN,Minnesota
38825,dovray,MN,Minnesota
38826,dunnell,MN,Minnesota
38832,garvin,MN,Minnesota
38835,heron lake,MN,Minnesota
38838,ihlen,MN,Minnesota
38839,iona,MN,Minnesota
38844,jeffers,MN,Minnesota
38845,kanaranzi,MN,Minnesota
38846,kenneth,MN,Minnesota
38847,lake benton,MN,Minnesota
38848,lakefield,MN,Minnesota
38849,lake wilson,MN,Minnesota
38852,lamberton,MN,Minnesota
38853,leota,MN,Minnesota
38854,lismore,MN,Minnesota
38856,lynd,MN,Minnesota
38858,mountain lake,MN,Minnesota
38860,odin,MN,Minnesota
38861,okabena,MN,Minnesota
38862,ormsby,MN,Minnesota
38863,pipestone,MN,Minnesota
38869,rushmore,MN,Minnesota
38871,ruthton,MN,Minnesota
38873,sherburn,MN,Minnesota
38874,slayton,MN,Minnesota
38875,steen,MN,Minnesota
38876,storden,MN,Minnesota
38879,trimont,MN,Minnesota
38880,trosky,MN,Minnesota
38886,wilmont,MN,Minnesota
38889,willmar,MN,Minnesota
38893,barry,MN,Minnesota
38894,beardsley,MN,Minnesota
38896,belview,MN,Minnesota
38898,blomkest,MN,Minnesota
38901,browns valley,MN,Minnesota
38902,canby,MN,Minnesota
38903,chokio,MN,Minnesota
38904,clara city,MN,Minnesota
38905,clarkfield,MN,Minnesota
38908,clontarf,MN,Minnesota
38909,correll,MN,Minnesota
38910,cosmos,MN,Minnesota
38912,danube,MN,Minnesota
38915,donnelly,MN,Minnesota
38918,echo,MN,Minnesota
38925,hanley falls,MN,Minnesota
38928,kandiyohi,MN,Minnesota
38929,kerkhoven,MN,Minnesota
38930,lake lillian,MN,Minnesota
38931,lucan,MN,Minnesota
38940,minneota,MN,Minnesota
38942,montevideo,MN,Minnesota
38955,pennock,MN,Minnesota
38957,prinsburg,MN,Minnesota
38959,redwood falls,MN,Minnesota
38962,renville,MN,Minnesota
38963,sacred heart,MN,Minnesota
38964,seaforth,MN,Minnesota
38965,spicer,MN,Minnesota
38966,sunburg,MN,Minnesota
38970,wanda,MN,Minnesota
38972,wheaton,MN,Minnesota
38973,wood lake,MN,Minnesota
38983,barrett,MN,Minnesota
38987,bock,MN,Minnesota
38988,bowlus,MN,Minnesota
38992,brooten,MN,Minnesota
38993,buckman,MN,Minnesota
38994,burtrum,MN,Minnesota
38995,carlos,MN,Minnesota
38998,cyrus,MN,Minnesota
39000,elrosa,MN,Minnesota
39003,flensburg,MN,Minnesota
39007,foreston,MN,Minnesota
39016,greenwald,MN,Minnesota
39017,grey eagle,MN,Minnesota
39020,holdingford,MN,Minnesota
39021,holmes city,MN,Minnesota
39022,isle,MN,Minnesota
39024,lastrup,MN,Minnesota
39028,long prairie,MN,Minnesota
39031,mc grath,MN,Minnesota
39035,milaca,MN,Minnesota
39036,miltona,MN,Minnesota
39038,new munich,MN,Minnesota
39042,ogilvie,MN,Minnesota
39043,onamia,MN,Minnesota
39044,osakis,MN,Minnesota
39045,parkers prairie,MN,Minnesota
39050,pease,MN,Minnesota
39051,pierz,MN,Minnesota
39064,saint martin,MN,Minnesota
39066,sartell,MN,Minnesota
39067,sauk centre,MN,Minnesota
39069,sauk rapids,MN,Minnesota
39070,starbuck,MN,Minnesota
39071,swanville,MN,Minnesota
39072,upsala,MN,Minnesota
39073,villard,MN,Minnesota
39075,wahkon,MN,Minnesota
39076,waite park,MN,Minnesota
39083,brainerd,MN,Minnesota
39089,ah gwah ching,MN,Minnesota
39090,aitkin,MN,Minnesota
39091,akeley,MN,Minnesota
39092,aldrich,MN,Minnesota
39093,backus,MN,Minnesota
39095,bertha,MN,Minnesota
39096,browerville,MN,Minnesota
39097,clarissa,MN,Minnesota
39100,crosslake,MN,Minnesota
39105,deerwood,MN,Minnesota
39107,eagle bend,MN,Minnesota
39108,emily,MN,Minnesota
39109,fifty lakes,MN,Minnesota
39110,fort ripley,MN,Minnesota
39118,lake hubert,MN,Minnesota
39122,menahga,MN,Minnesota
39129,motley,MN,Minnesota
39130,nevis,MN,Minnesota
39133,nisswa,MN,Minnesota
39137,palisade,MN,Minnesota
39144,park rapids,MN,Minnesota
39151,pequot lakes,MN,Minnesota
39154,pillager,MN,Minnesota
39169,sebeka,MN,Minnesota
39170,nimrod,MN,Minnesota
39171,staples,MN,Minnesota
39174,verndale,MN,Minnesota
39185,detroit lakes,MN,Minnesota
39191,battle lake,MN,Minnesota
39193,bejou,MN,Minnesota
39194,beltrami,MN,Minnesota
39196,borup,MN,Minnesota
39205,clitherall,MN,Minnesota
39207,deer creek,MN,Minnesota
39208,dent,MN,Minnesota
39209,dilworth,MN,Minnesota
39210,elbow lake,MN,Minnesota
39213,erhard,MN,Minnesota
39214,erskine,MN,Minnesota
39216,fergus falls,MN,Minnesota
39220,flom,MN,Minnesota
39221,fosston,MN,Minnesota
39222,foxhome,MN,Minnesota
39223,frazee,MN,Minnesota
39228,halstad,MN,Minnesota
39232,hendrum,MN,Minnesota
39235,hitterdal,MN,Minnesota
39238,mcintosh,MN,Minnesota
39239,mahnomen,MN,Minnesota
39246,naytahwaush,MN,Minnesota
39250,nielsville,MN,Minnesota
39254,ottertail,MN,Minnesota
39255,pelican rapids,MN,Minnesota
39259,perley,MN,Minnesota
39260,ponsford,MN,Minnesota
39264,rochert,MN,Minnesota
39265,rothsay,MN,Minnesota
39266,sabin,MN,Minnesota
39268,shelly,MN,Minnesota
39269,tintah,MN,Minnesota
39272,twin valley,MN,Minnesota
39276,ulen,MN,Minnesota
39279,vergas,MN,Minnesota
39281,waubun,MN,Minnesota
39283,white earth,MN,Minnesota
39284,winger,MN,Minnesota
39285,wolf lake,MN,Minnesota
39286,wolverton,MN,Minnesota
39287,bemidji,MN,Minnesota
39304,baudette,MN,Minnesota
39315,bigfork,MN,Minnesota
39317,birchdale,MN,Minnesota
39320,blackduck,MN,Minnesota
39331,bowstring,MN,Minnesota
39332,cass lake,MN,Minnesota
39338,clearbrook,MN,Minnesota
39349,talmoon,MN,Minnesota
39350,effie,MN,Minnesota
39352,federal dam,MN,Minnesota
39353,gonvick,MN,Minnesota
39358,gully,MN,Minnesota
39360,hines,MN,Minnesota
39362,international falls,MN,Minnesota
39364,kelliher,MN,Minnesota
39367,lengby,MN,Minnesota
39373,littlefork,MN,Minnesota
39376,loman,MN,Minnesota
39378,longville,MN,Minnesota
39384,marcell,MN,Minnesota
39385,margie,MN,Minnesota
39386,max,MN,Minnesota
39391,northome,MN,Minnesota
39400,outing,MN,Minnesota
39407,ponemah,MN,Minnesota
39408,puposky,MN,Minnesota
39415,ranier,MN,Minnesota
39416,kabetogama,MN,Minnesota
39418,redby,MN,Minnesota
39419,redlake,MN,Minnesota
39420,remer,MN,Minnesota
39429,shevlin,MN,Minnesota
39434,solway,MN,Minnesota
39437,south international falls,MN,Minnesota
39443,squaw lake,MN,Minnesota
39445,swift,MN,Minnesota
39447,tenstrike,MN,Minnesota
39448,trail,MN,Minnesota
39449,waskish,MN,Minnesota
39456,wirt,MN,Minnesota
39457,thief river falls,MN,Minnesota
39461,alvarado,MN,Minnesota
39462,angle inlet,MN,Minnesota
39467,crookston,MN,Minnesota
39470,east grand forks,MN,Minnesota
39475,gatzke,MN,Minnesota
39476,goodridge,MN,Minnesota
39479,grygla,MN,Minnesota
39480,hallock,MN,Minnesota
39482,halma,MN,Minnesota
39484,karlstad,MN,Minnesota
39486,lake bronson,MN,Minnesota
39491,newfolden,MN,Minnesota
39493,noyes,MN,Minnesota
39495,oklee,MN,Minnesota
39496,oslo,MN,Minnesota
39497,plummer,MN,Minnesota
39498,red lake falls,MN,Minnesota
39500,roseau,MN,Minnesota
39504,saint hilaire,MN,Minnesota
39505,saint vincent,MN,Minnesota
39506,salol,MN,Minnesota
39507,stephen,MN,Minnesota
39508,strandquist,MN,Minnesota
39510,strathcona,MN,Minnesota
39511,viking,MN,Minnesota
39512,wannaska,MN,Minnesota
39517,warroad,MN,Minnesota
39519,parcel return service,DC,"Washington, D.C."
39520,prs,DC,"Washington, D.C."
39523,alcester,SD,South Dakota
39528,beresford,SD,South Dakota
39534,brookings,SD,South Dakota
39539,canistota,SD,South Dakota
39548,colman,SD,South Dakota
39551,crooks,SD,South Dakota
39554,dell rapids,SD,South Dakota
39555,egan,SD,South Dakota
39556,elk point,SD,South Dakota
39563,flandreau,SD,South Dakota
39565,garretson,SD,South Dakota
39568,gayville,SD,South Dakota
39581,irene,SD,South Dakota
39584,lennox,SD,South Dakota
39586,lesterville,SD,South Dakota
39593,menno,SD,South Dakota
39594,mission hill,SD,South Dakota
39598,north sioux city,SD,South Dakota
39603,oldham,SD,South Dakota
39607,ramona,SD,South Dakota
39608,renner,SD,South Dakota
39615,sinai,SD,South Dakota
39622,tea,SD,South Dakota
39623,trent,SD,South Dakota
39624,tyndall,SD,South Dakota
39628,valley springs,SD,South Dakota
39636,viborg,SD,South Dakota
39642,volin,SD,South Dakota
39643,wakonda,SD,South Dakota
39647,winfred,SD,South Dakota
39648,worthing,SD,South Dakota
39649,yankton,SD,South Dakota
39650,sioux falls,SD,South Dakota
39672,big stone city,SD,South Dakota
39677,brandt,SD,South Dakota
39685,claire city,SD,South Dakota
39693,de smet,SD,South Dakota
39697,estelline,SD,South Dakota
39702,goodwin,SD,South Dakota
39704,grenville,SD,South Dakota
39705,hayti,SD,South Dakota
39709,kranzburg,SD,South Dakota
39710,labolt,SD,South Dakota
39713,lake norden,SD,South Dakota
39715,lake preston,SD,South Dakota
39716,marvin,SD,South Dakota
39717,milbank,SD,South Dakota
39718,new effington,SD,South Dakota
39720,ortley,SD,South Dakota
39721,peever,SD,South Dakota
